URL,Title,Address,Date of Scrape
https://sandiego.craigslist.org/nsd/art/d/rizzi-james-urban-primitive/6486613641.html,RIZZI James Urban Primitive 3D Art Very Collectable,,2018-02-13 16:05:33.534072
https://newjersey.craigslist.org/for/d/complete-aromatherapy/6486320570.html,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,2018-02-13 16:05:33.555337
https://sfbay.craigslist.org/sfc/bks/d/german-art-picture-book/6461435941.html,GERMAN Art Picture Book DEUTSCHLAND Freiburg Max Klinger BECKMANN KLEE,potrero hill,2018-02-13 16:05:33.561808
https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6493464298.html,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,2018-02-13 16:05:33.555337
https://tampa.craigslist.org/hil/clt/d/very-rare-set-of-2-acme/6470961753.html,VERY RARE SET OF 2 ACME STUDIO ROLLERBALL PENS BY JAMES RIZZI NEW COND,,2018-02-13 16:05:33.570274
https://orlando.craigslist.org/clt/d/many-art-paintings-many/6495160953.html,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,2018-02-13 16:05:33.570274
https://treasure.craigslist.org/atd/d/multi-estate-antique/6446529251.html,MULTI ESTATE ANTIQUE & COLLECTIBLE AUCTION,,2018-02-13 16:05:33.570274
Scrape,Title,Address,URL
2018-02-14 12:14:03.183388,VERY RARE SET OF 2 ACME STUDIO ROLLERBALL PENS BY JAMES RIZZI NEW COND,,https://tampa.craigslist.org/hil/clt/d/very-rare-set-of-2-acme/6470961753.html
2018-02-14 12:14:03.183388,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6495160953.html
2018-02-14 12:14:03.183388,MULTI ESTATE ANTIQUE & COLLECTIBLE AUCTION,,https://treasure.craigslist.org/atd/d/multi-estate-antique/6446529251.html
2018-02-14 12:14:03.205032,RIZZI James Urban Primitive 3D Art Very Collectable,,https://sandiego.craigslist.org/nsd/art/d/rizzi-james-urban-primitive/6486613641.html
2018-02-14 12:14:03.314905,GERMAN Art Picture Book DEUTSCHLAND Freiburg Max Klinger BECKMANN KLEE,potrero hill,https://sfbay.craigslist.org/sfc/bks/d/german-art-picture-book/6461435941.html
2018-02-14 12:14:03.402934,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/for/d/complete-aromatherapy/6486320570.html
2018-02-14 12:14:03.402934,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6493464298.html
Scrape,Title,Address,URL
2018-02-18 13:27:28.382135,Large Estate Sale Antiques Crafting Art,St. Charles,https://chicago.craigslist.org/wcl/gms/d/large-estate-sale-antiques/6499456545.html
2018-02-18 13:27:28.397444,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6459305717.html
2018-02-18 13:27:28.697625,VERY RARE SET OF 2 ACME STUDIO ROLLERBALL PENS BY JAMES RIZZI NEW COND,,https://tampa.craigslist.org/hil/clt/d/very-rare-set-of-2-acme/6470961753.html
2018-02-18 13:27:28.697625,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6495160953.html
2018-02-18 13:27:28.716220,GERMAN Art Picture Book DEUTSCHLAND Freiburg Max Klinger BECKMANN KLEE,potrero hill,https://sfbay.craigslist.org/sfc/bks/d/german-art-picture-book/6498634298.html
2018-02-18 13:27:28.756102,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6493464298.html
2018-02-18 13:27:28.756102,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/for/d/complete-aromatherapy/6486320570.html
2018-02-18 13:27:28.993005,RIZZI James Urban Primitive 3D Art Very Collectable,,https://sandiego.craigslist.org/nsd/art/d/rizzi-james-urban-primitive/6486613641.html
Scrape,Title,Address,URL
2018-02-21 12:39:41.939085,VERY RARE SET OF 2 ACME STUDIO ROLLERBALL PENS BY JAMES RIZZI NEW COND,,https://tampa.craigslist.org/hil/clt/d/very-rare-set-of-2-acme/6470961753.html
2018-02-21 12:39:41.939085,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6495160953.html
2018-02-21 12:39:41.939085,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-02-21 12:39:42.015645,GERMAN Art Picture Book DEUTSCHLAND Freiburg Max Klinger BECKMANN KLEE,potrero hill,https://sfbay.craigslist.org/sfc/bks/d/german-art-picture-book/6498634298.html
2018-02-21 12:39:42.098067,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/for/d/complete-aromatherapy/6486320570.html
2018-02-21 12:39:42.098067,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6493464298.html
2018-02-21 12:39:42.200529,RPN Public Auction Feb21 James Rizzi signed numbered 3d Pop Art,,https://chicago.craigslist.org/nch/cbd/d/rpn-public-auction-feb21/6503933083.html
2018-02-21 12:39:42.200529,Large Estate Sale Antiques Crafting Art,St. Charles,https://chicago.craigslist.org/wcl/gms/d/large-estate-sale-antiques/6499456545.html
2018-02-21 12:39:42.219163,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6459305717.html
Scrape,Title,Address,URL
2018-02-25 17:26:48.168707,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6495160953.html
2018-02-25 17:26:48.168707,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-02-25 17:26:48.168707,VERY RARE SET OF 2 ACME STUDIO ROLLERBALL PENS BY JAMES RIZZI NEW COND,,https://tampa.craigslist.org/hil/clt/d/very-rare-set-of-2-acme/6470961753.html
2018-02-25 17:26:48.201491,GERMAN Art Picture Book DEUTSCHLAND Freiburg Max Klinger BECKMANN KLEE,potrero hill,https://sfbay.craigslist.org/sfc/bks/d/german-art-picture-book/6498634298.html
2018-02-25 17:26:48.306549,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/bks/d/complete-aromatherapy/6486320570.html
2018-02-25 17:26:48.306549,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6493464298.html
2018-02-25 17:26:48.332324,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6459305717.html
2018-02-25 17:26:48.375753,RPN Public Auction Feb21 James Rizzi signed numbered 3d Pop Art,,https://chicago.craigslist.org/nch/cbd/d/rpn-public-auction-feb21/6503933083.html
Scrape,Title,Address,URL
2018-02-26 16:45:04.009524,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6495160953.html
2018-02-26 16:45:04.009524,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-02-26 16:45:04.009524,VERY RARE SET OF 2 ACME STUDIO ROLLERBALL PENS BY JAMES RIZZI NEW COND,,https://tampa.craigslist.org/hil/clt/d/very-rare-set-of-2-acme/6470961753.html
2018-02-26 16:45:04.097715,GERMAN Art Picture Book DEUTSCHLAND Freiburg Max Klinger BECKMANN KLEE,potrero hill,https://sfbay.craigslist.org/sfc/bks/d/german-art-picture-book/6498634298.html
2018-02-26 16:45:04.169414,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/bks/d/complete-aromatherapy/6486320570.html
2018-02-26 16:45:04.169414,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6493464298.html
2018-02-26 16:45:04.285688,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6459305717.html
2018-02-26 16:45:04.306117,RPN Public Auction Feb21 James Rizzi signed numbered 3d Pop Art,,https://chicago.craigslist.org/nch/cbd/d/rpn-public-auction-feb21/6503933083.html
Scrape,Title,Address,URL
2018-02-28 21:44:04.702086,GERMAN Art Picture Book DEUTSCHLAND Freiburg Max Klinger BECKMANN KLEE,potrero hill,https://sfbay.craigslist.org/sfc/bks/d/german-art-picture-book/6498634298.html
2018-02-28 21:44:04.720365,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6495160953.html
2018-02-28 21:44:04.720365,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-02-28 21:44:04.720365,VERY RARE SET OF 2 ACME STUDIO ROLLERBALL PENS BY JAMES RIZZI NEW COND,,https://tampa.craigslist.org/hil/clt/d/very-rare-set-of-2-acme/6470961753.html
2018-02-28 21:44:04.734379,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6493464298.html
2018-02-28 21:44:04.734379,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/bks/d/complete-aromatherapy/6486320570.html
2018-02-28 21:44:04.856783,"Signed, numbered James Rizzi Serigraph",,https://madison.craigslist.org/art/d/signed-numbered-james-rizzi/6511928701.html
2018-02-28 21:44:04.869825,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6459305717.html
Scrape,Title,Address,URL
2018-03-06 11:55:13.322604,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6495160953.html
2018-03-06 11:55:13.322604,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-03-06 11:55:13.322604,VERY RARE SET OF 2 ACME STUDIO ROLLERBALL PENS BY JAMES RIZZI NEW COND,,https://tampa.craigslist.org/hil/clt/d/very-rare-set-of-2-acme/6470961753.html
2018-03-06 11:55:13.413547,GERMAN Art Picture Book DEUTSCHLAND Freiburg Max Klinger BECKMANN KLEE,potrero hill,https://sfbay.craigslist.org/sfc/bks/d/german-art-picture-book/6498634298.html
2018-03-06 11:55:13.440645,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/bks/d/complete-aromatherapy/6520305215.html
2018-03-06 11:55:13.440645,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6493464298.html
2018-03-06 11:55:13.440645,"MetroCard Collectibles: Large, diverse selection","Kingston, NY",https://newyork.craigslist.org/wch/clt/d/metrocard-collectibles-large/6518135275.html
2018-03-06 11:55:13.487020,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6459305717.html
Scrape,Title,Address,URL
2018-03-13 08:29:51.204555,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6495160953.html
2018-03-13 08:29:51.204555,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-03-13 08:29:51.289877,GERMAN Art Picture Book DEUTSCHLAND Freiburg Max Klinger BECKMANN KLEE,potrero hill,https://sfbay.craigslist.org/sfc/bks/d/german-art-picture-book/6527874567.html
2018-03-13 08:29:51.382753,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/bks/d/complete-aromatherapy/6520305215.html
2018-03-13 08:29:51.382753,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6493464298.html
2018-03-13 08:29:51.405176,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6459305717.html
2018-03-13 08:29:51.412340,RPN Public Auction Wed March 7 PAIDAR Vintage Barber Chairs,,https://chicago.craigslist.org/nch/cbd/d/rpn-public-auction-wed-march/6520748628.html
2018-03-13 08:29:51.420966,"***James Rizzi ""Let's get lost in coney island"" Hand Signed***",,https://washingtondc.craigslist.org/nva/hsh/d/james-rizzi-lets-get-lost-in/6524603483.html
Scrape,Title,Address,URL
2018-03-20 18:15:00.496872,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6530454118.html
2018-03-20 18:15:00.496872,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/bks/d/complete-aromatherapy/6520305215.html
2018-03-20 18:15:00.503484,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6532774925.html
2018-03-20 18:15:00.503484,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-03-20 18:15:00.511234,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6459305717.html
2018-03-20 18:15:00.524438,"***James Rizzi ""Let's get lost in coney island"" Hand Signed***",,https://washingtondc.craigslist.org/nva/hsh/d/james-rizzi-lets-get-lost-in/6524603483.html
Scrape,Title,Address,URL
2018-03-21 13:48:13.810223,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6532774925.html
2018-03-21 13:48:13.810223,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-03-21 13:48:14.045334,"***James Rizzi ""Let's get lost in coney island"" Hand Signed***",,https://washingtondc.craigslist.org/nva/hsh/d/james-rizzi-lets-get-lost-in/6524603483.html
2018-03-21 13:48:14.052755,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/bks/d/complete-aromatherapy/6520305215.html
2018-03-21 13:48:14.052755,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6530454118.html
2018-03-21 13:48:14.066355,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6459305717.html
Scrape,Title,Address,URL
2018-03-23 15:43:24.114611,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6532774925.html
2018-03-23 15:43:24.114611,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-03-23 15:43:24.306166,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/bks/d/complete-aromatherapy/6520305215.html
2018-03-23 15:43:24.306166,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6530454118.html
2018-03-23 15:43:24.319986,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6459305717.html
Scrape,Title,Address,URL
2018-03-30 11:07:29.233184,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6532774925.html
2018-03-30 11:07:29.233184,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-03-30 11:07:29.350475,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/bks/d/complete-aromatherapy/6520305215.html
2018-03-30 11:07:29.350475,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6530454118.html
2018-03-30 11:07:29.404119,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6542305401.html
Scrape,Title,Address,URL
2018-04-03 00:53:00.721921,MANY ART PAINTINGS ... MANY SIGNED ... ALL ITEMS ARE LISTED IN AD.,,https://orlando.craigslist.org/clt/d/many-art-paintings-many/6532774925.html
2018-04-03 00:53:00.721921,Amazing Deal!--6 RETIRED Cow Parade Figurines & Book,Ft. Lauderdale,https://miami.craigslist.org/mdc/clt/d/amazing-deal-6-retired-cow/6501589896.html
2018-04-03 00:53:00.834609,Turandot - Met Opera - Discounted Tickets Available,Upper West Side,https://newyork.craigslist.org/mnh/tix/d/turandot-met-opera-discounted/6530454118.html
2018-04-03 00:53:00.834609,Complete Aromatherapy Handbook Essential Oils For Radiant Health Book,,https://newjersey.craigslist.org/bks/d/complete-aromatherapy/6520305215.html
2018-04-03 00:53:00.864973,"Microwave Engineering Passive Circuits by Peter A Rizzi 1988, Hardcove",,https://cleveland.craigslist.org/for/d/microwave-engineering-passive/6542305401.html
